vendor,product,idNo,insNo,link,material,tool,sfm,ipt00625,ipt01250,ipt01875,ipt02500,ipt03750,ipt05000,ipt07500,ipt10000,ipt15000,ipt20000,ipt30000,ipt40000,ipt50000,version
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,15,TiAlN Carbide Endmill,500,-1,0.0006,-1,0.0014,0.002,0.003,0.004,0.0045,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,18,TiAlN Carbide Endmill,400,-1,0.0005,-1,0.0012,0.0018,0.0025,0.0035,0.004,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,21,TiAlN Carbide Endmill,240,-1,0.0004,-1,0.001,0.0016,0.0022,0.0032,0.0035,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,4,TiAlN Carbide Endmill,500,-1,0.0005,-1,0.0014,0.002,0.0035,0.005,0.0052,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,12,TiAlN Carbide Endmill,375,-1,0.0005,-1,0.0014,0.002,0.0035,0.005,0.0052,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,13,TiAlN Carbide Endmill,200,-1,0.0004,-1,0.0013,0.0018,0.0032,0.0045,0.0046,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,14,TiAlN Carbide Endmill,230,-1,0.0005,-1,0.0015,0.002,0.0035,0.005,0.0052,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,22,TiAlN Carbide Endmill,300,-1,0.0005,-1,0.001,0.0016,0.0022,0.0035,0.004,-1,-1,-1,-1,-1,1
MariTool,Carbide TIALN Coated 4 Flute Roughing End Mill,1010,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-4-Flute-Carbide-TIALN-Coated/c78_79_93_197/index.html,6,TiAlN Carbide Endmill,400,-1,0.0006,-1,0.0015,0.0022,0.004,0.005,0.0055,-1,-1,-1,-1,-1,1
